 main_id, assoc, spec_type, RA_h, RA_m, RA_s, ra, Dec_d, Dec_m, Dec_s, dec, pmra, e_pmra, pmdec, e_pmdec, dist, e_dist, radvel, e_radvel, HR1, NUVmag, e_NUVmag, Gmag, e_Gmag, Jmag, e_Jmag, IR_ex, known_assoc, youth, ref, S1, S2, S3, S4, S5, S6, S7, S8, S9, S10, S11, S12, S13, S14, S15, S16, S17, S18, S19, S20, S21, S22, S23, S24, S25, S26, MatchID, MatchRA, MatchDEC, pmRA_, pmDEC_, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, pmRA Err., pmDec Err., Parallax, Parallax Err., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
V963 Tau,PLE,G5V,0,0,NaN,55.90729167,0,0,NaN,23.53580556,18.4,0.7,-45.4,0.4,131,4,5.5,0.3,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67768262,55.90721,23.535997,18.4179,-45.4207,10.095,STAR,2mass,0.740022627,20180610,,1799-00780-1,568-008293,03433772+2332096,,J034337.74+233209.0,6.51E+16,45446525,,0.712815,0.363846,7.64627,0.257241,11.417,0.10198,10.728,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.529,0.019,9.191,0.017,9.124,0.02,9.045,0.023,9.086,0.02,8.993,0.033,8.531,0.353,10.5144,0.000345996,0.017,5770,14,4.48,0.02,0.09,0.01,0.898473,0.0921214,1.00407,0.12422,DWARF,0.8061355,0.1653079,130.7828,6.75933,0.167798,NaN,33,0.001392441,,,NaN
V1038 Tau,PLE,G1-2V,0,0,NaN,56.08379167,0,0,NaN,24.79597222,19.7,0.7,-46.2,0.3,131,4,5.6,0.9,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348638801,56.083688,24.796155,19.6881,-46.1889,9.952,STAR,2mass,0.740110002,20180610,,1803-00574-1,574-008405,03442008+2447461,,J034420.10+244745.7,6.98E+16,45446728,,0.699024,0.337425,7.65955,0.255791,11.277,0.0971802,10.621,0.038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.339,0.023,8.996,0.031,8.9,0.02,8.887,0.022,8.912,0.021,8.843,0.035,8.445,NaN,10.4065,0.000345996,0.018,5302.73,110.145,NaN,NaN,-0.0767156,0.0124726,1.30667,0.152559,1.03413,0.123676,DWARF,1.216255,0.2840053,130.556,6.71985,0.26772,NaN,52,0.004654378,,,NaN
HD 23886,PLE,A3V,0,0,NaN,57.358375,0,0,NaN,24.2475,20.8,0.4,-45.7,0.4,136,6,9,5,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346626099,57.358268,24.247681,20.7764,-45.7427,7.81,STAR,2mass,0.740227138,20180610,,1800-00901-1,572-008878,03492598+2414516,,J034925.99+241451.2,6.66E+16,,20247,0.41208,0.355554,7.3334,0.305827,8.147,0.0458258,7.969,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.587,0.023,7.548,0.031,7.515,0.026,7.493,0.032,7.515,0.02,7.547,0.019,7.417,0.132,7.95698,0.000345996,0.018,8238,223,4.30462,0.314577,NaN,NaN,1.65866,0.204488,2.02163,0.394928,DWARF,11.41554,2.814732,136.3623,7.96605,0.110232,NaN,48,0.001275885,,,NaN
BD+22 574,PLE,F8,0,0,NaN,57.4855,0,0,NaN,23.21844444,20,1,-42.8,0.4,151,9,6.4,0.9,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440695721,57.485375,23.218615,20.0671,-42.7964,9.689,STAR,2mass,0.740298715,20180610,,1800-00471-1,567-008241,03495648+2313071,,J034956.51+231306.6,6.49E+16,44944382,,1.46889,0.372919,6.60541,0.403447,10.852,0.02,10.252,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.145,0.021,8.854,0.018,8.796,0.018,8.787,0.023,8.807,0.02,8.809,0.032,8.324,NaN,10.0913,0.000345996,0.018,5935.86,129.77,NaN,NaN,0.0027475,0.0122685,1.28173,0.184895,1.11887,0.145722,DWARF,1.837479,0.5301284,151.3909,11.5229,0.195578,NaN,27,0.007880908,,,NaN
V1211 Tau,PLE,G5,3,50,51.465,57.7144375,23,19,43.98,23.32888333,19.5,1.1,-47.28,0.6,141.5,5.7,NaN,NaN,NaN,NaN,NaN,12.084,0.000 1,0.63,0.02,1,PLE,,138;-;-;54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440700750,57.714345,23.329071,19.5144,-47.2796,11.467,STAR,2mass,0.741575564,20180610,,1800-00586-1,567-008298,03505143+2319447,,J035051.45+231944.1,6.57E+16,45448818,,1.12231,0.598381,7.06754,0.282951,13.52,0.175784,12.479,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.632,0.02,10.108,0.022,10.015,0.02,9.95,0.023,10,0.021,9.927,0.06,8.812,NaN,12.084,0.000359861,0.017,4847.83,93.6025,NaN,NaN,0.112053,0.0126204,0.85455,0.10773,0.747627,0.0888829,DWARF,0.3633785,0.0916196,141.4919,NaN,0.143299,NaN,41,0.07586928,,,NaN
V446 Tau,PLE,K8,0,0,NaN,56.619375,0,0,NaN,24.75880556,18,1,-46.2,0.9,120,20,4.3,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125736701,56.6193,24.759,21.29,-43.67,12.685,STAR,2mass,0.741681446,20180610,,,574-008561,03462862+2445323,,J034628.63+244531.8,6.68E+16,45447341,,2,2,NaN,NaN,15.743,0.096,14.335,0.037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.491,0.02,10.806,0.017,10.659,0.02,10.585,0.022,10.589,0.019,10.688,0.144,8.853,NaN,13.5585,0.000727013,0.048,4018,64,4.67004,0.324293,NaN,NaN,0.633,0.088,0.683,0.114,DWARF,0.09408965,0.02616079,186.1922,NaN,0.228737,NaN,49,0.005143973,,,NaN
HD 22680,PLE,G,0,0,NaN,54.92166667,0,0,NaN,23.29069444,21.2,0.2,-43.7,0.1,138,4,3.4,0.4,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113982192,54.92155,23.290871,21.2438,-43.681,9.406,STAR,2mass,0.743530724,20180610,17091,1799-00156-1,567-007714,03394117+2317271,,J033941.18+231726.7,6.51E+16,45445604,,0.196006,0.0968898,7.22925,0.233342,10.522,0.073,9.94,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.92,0.02,8.686,0.02,8.634,0.019,8.591,0.023,8.605,0.021,8.343,0.024,7.128,0.106,9.76309,0.000345996,0.017,6551,199,4.43462,0.320256,NaN,NaN,1.16928,0.140045,1.35528,0.288086,DWARF,2.268622,0.5434271,138.3268,7.27227,0.225993,NaN,39,0.00358311,,,NaN
V647 Tau,PLE,A7V,0,0,NaN,56.83070833,0,0,NaN,24.13894444,17.9,0.8,-43.5,0.4,131,5,6,2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405484188,56.830621,24.139135,17.8789,-43.4635,8.045,STAR,2mass,0.743591014,20180610,,1800-01607-1,571-008698,03471935+2408208,,J034719.35+240820.3,6.67E+16,45447614,,0.759221,0.427167,7.63887,0.295331,8.515,0.0714143,8.261,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.767,0.029,7.627,0.038,7.639,0.02,7.6,0.027,7.612,0.02,7.621,0.024,7.971,0.306,8.23827,0.000345996,0.02,8083.44,72.7393,4.37369,0.114692,0.221373,0.0594829,1.8607,0.201693,1.67375,0.38003,DWARF,13.31779,2.887199,130.9094,7.21437,0.233896,NaN,37,0.2933028,,,NaN
TYC 1803-1259-1,PLE,,0,0,NaN,55.14954167,0,0,NaN,26.15122222,18.6,0.8,-40.6,0.3,151,6,4.1,0.3,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,346542893,55.149448,26.151411,18.5683,-40.5655,10.43,STAR,2mass,0.743969014,20180610,,1803-01259-1,581-008521,03403586+2609050,,J034035.88+260904.5,7.02E+16,46659008,,0.815186,0.337648,6.6435,0.250367,11.991,0.2,11.252,0.014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.801,0.022,9.469,0.028,9.395,0.022,9.363,0.022,9.407,0.02,9.402,0.043,8.416,NaN,10.8968,0.000345996,0.018,5687,14,4.44,0.02,0.03,0.01,1.12876,0.119906,1.14355,0.158079,DWARF,1.20069,0.2550939,150.5231,8.85324,0.220297,NaN,51,0.003612708,,,0.001115507
HD 23061,PLE,F5V,0,0,NaN,55.72975,0,0,NaN,24.49288889,20,1,-44.8,0.4,131,5,7,2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258067594,55.729627,24.493063,20.483,-44.833,8.985,STAR,2mass,0.745147392,20180610,,1803-00478-1,573-008556,03425511+2429350,,J034255.12+242934.5,6.83E+16,45446357,,1.00883,0.37572,7.60676,0.314801,9.95,0.001,9.47,0.001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.514,0.019,8.325,0.031,8.263,0.02,8.217,0.024,8.239,0.02,8.204,0.022,8.218,0.322,9.33027,0.000345996,0.017,6420.19,152.77,NaN,NaN,-0.09855,0.0121154,1.55719,0.186934,1.55606,0.367332,DWARF,3.711671,0.8911404,131.462,7.51529,0.183787,NaN,37,0.003419916,,,NaN
V458 Tau,PLE,,0,0,NaN,57.05745833,0,0,NaN,23.633,15.5,0.5,-42.2,0.5,140,20,5.2,0.2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440686341,57.0574,23.6332,9.86,-46.3,14.65,STAR,2mass,0.745257504,20180610,,,,03481377+2337596,,J034813.77+233759.0,6.50E+16,,,2,2,NaN,NaN,19.164,0.162,17.32,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.997,0.02,12.398,0.026,12.12,0.02,12.024,0.024,11.844,0.023,11.812,NaN,8.722,NaN,15.7555,0.00238861,0.059,3264,99,4.98528,0.522128,NaN,NaN,0.268,0.059,0.253,0.071,DWARF,0.007344545,0.003233792,178.2449,NaN,0.105261,NaN,44,0.9140122,,,NaN
2MASS J03472534+2402570,PLE,MV,0,0,NaN,56.85566667,0,0,NaN,24.04897222,18.8,0.5,-43.3,0.5,150,20,5.9,0.2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125755094,56.855593,24.04917,NaN,NaN,14.161,STAR,2mass,0.752071637,20180610,,,571-008706,03472534+2402570,,J034725.35+240256.5,6.52E+16,,,NaN,NaN,NaN,NaN,NaN,NaN,16.585,0.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.665,0.022,12.046,0.023,11.823,0.022,11.69,0.025,11.55,0.029,10.928,NaN,8.665,NaN,15.2122,0.00172894,0.017,3602.84,78.7357,NaN,NaN,0.0426373,0.0149463,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.249264,NaN,0,NaN,,,NaN
HIP 17525,PLE,,0,0,NaN,56.28429167,0,0,NaN,26.29233333,19.6,0.2,-45.5,0.1,132,8,4,0.4,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,385508166,56.284178,26.292517,19.6498,-45.539,10.6566,STAR,2mass,0.756174597,20180610,17525,1807-01780-1,582-009132,03450820+2617330,,J034508.21+261732.5,7.02E+16,46661362,,0.172903,0.102786,7.58237,0.48112,12.28,0.086,11.49,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.947,0.026,9.509,0.03,9.443,0.018,9.438,0.023,9.478,0.02,9.431,0.038,8.308,NaN,11.1826,0.000345996,0.0186157,5459,18,4.59,0.02,0.09,0.02,0.719316,0.101647,0.851218,0.0965371,DWARF,0.4139868,0.1170015,NaN,NaN,0.204124,NaN,40,0.006837454,,,0.001855949
HD 23336,PLE,A2,0,0,NaN,56.36483333,0,0,NaN,28.6685,22.07,0.05,-50.01,0.03,119,7,-1,2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,385554826,56.364753,28.668698,22.0703,-50.0105,7.328,STAR,2mass,0.756614768,20180610,17547,1811-01859-1,594-009777,03452754+2840073,,J034527.55+284006.8,7.17E+16,47203157,,0.053826,0.0271074,8.4443,0.508478,7.64,0.006,7.41,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.191,0.052,7.101,0.049,7.083,0.024,7.052,0.047,7.06,0.021,7.109,0.016,6.965,0.092,7.4054,0.000345996,0.028,8169,222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.164726,NaN,65,0.000313917,,,NaN
TYC 1799-1268-1,PLE,G8V,0,0,NaN,55.8935,0,0,NaN,23.76172222,25,1,-47.2,0.7,137,7,6.8,0.3,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67768165,55.893381,23.761902,24.7566,-47.2059,10.586,STAR,2mass,0.756708628,20180610,,1799-01268-1,569-008199,03433440+2345429,,J034334.42+234542.4,6.52E+16,45446508,,1.30897,0.692275,7.31814,0.357749,12.437,0.407,11.862,0.028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.865,0.018,9.476,0.019,9.37,0.02,9.279,0.024,9.307,0.02,9.269,0.039,8.92,NaN,11.121,0.000345996,0.017,5229,183,4.42306,0.321843,NaN,NaN,0.961209,0.143029,0.891795,0.109279,DWARF,0.6223074,0.1852001,136.6467,8.71789,0.215912,NaN,45,0.01128239,,,NaN
TYC 1261-24-1,PLE,,0,0,NaN,59.59016667,0,0,NaN,21.25747222,17.8,0.9,-45.1,0.5,138,6,7.7,0.3,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14180763,59.590123,21.257679,17.8272,-45.1333,10.652,STAR,2mass,0.75868966,20180610,,1261-00024-1,557-008290,03582162+2115277,,J035821.63+211527.1,5.17E+16,45838527,,0.876814,0.516226,7.27229,0.295203,12.363,0.227,11.413,0.019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.938,0.026,9.576,0.025,9.451,0.021,9.421,0.023,9.45,0.02,9.352,0.042,8.748,NaN,11.1805,0.000345996,0.019,5776,189,4.57398,0.287733,NaN,NaN,0.870436,0.113916,1.03521,0.123707,DWARF,0.7597613,0.1988635,137.5082,7.95833,0.180712,NaN,44,0.003297594,,,NaN
2MASS J03435668+2515441,PLE,,0,0,NaN,55.98629167,0,0,NaN,25.26208333,19.6,0.3,-46.6,0.2,120,20,4.2,0.1,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405483336,55.986192,25.262274,19.4222,-48.1651,13.644,STAR,2mass,0.759249379,20180610,,,577-008760,03435668+2515441,,J034356.70+251543.7,6.99E+16,46438265,,2.15285,2.15284,NaN,NaN,17.719,0.164,15.843,0.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.223,0.023,11.518,0.03,11.32,0.019,11.223,0.023,11.11,0.021,10.701,0.107,8.534,NaN,14.6496,0.00126741,0.017,3766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.241144,NaN,44,0.004710349,,,NaN
HD 23913,PLE,B9,0,0,NaN,57.40916667,0,0,NaN,22.53330556,18.17,0.04,-44.55,0.02,131,7,4,3,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440691760,57.409109,22.53351,18.1717,-44.5491,6.969,STAR,2mass,0.760555822,20180610,17892,1800-00042-1,563-008291,03493818+2232007,,J034938.19+223200.1,6.41E+16,44944314,,0.0390242,0.0219597,7.64648,0.377306,7.034,0.025,7.01207,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.854,0.019,6.918,0.021,6.882,0.023,6.889,0.061,6.917,0.019,6.951,0.017,6.798,0.076,7.02799,0.000345996,0.017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,130.7791,NaN,0.175632,NaN,35,0.001593527,,,NaN
TYC 1803-1370-1,PLE,,0,0,NaN,55.80679167,0,0,NaN,25.26994444,21,1,-46.6,0.5,135,6,6.4,0.3,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302545513,55.8067,25.270139,20.8867,-46.59,11.173,STAR,2mass,0.76134362,20180610,,1803-01370-1,577-008717,03431360+2516125,,J034313.61+251611.9,6.99E+16,46438160,,1.11057,0.545538,7.42504,0.342491,12.929,0.478,11.972,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.254,0.023,9.851,0.032,9.665,0.022,9.633,0.023,9.634,0.019,9.602,0.047,8.585,0.444,11.8495,0.000345996,0.018,4518.17,87.6767,NaN,NaN,-0.0148021,0.0127298,1.49879,0.203868,0.972613,0.12403,DWARF,0.8433864,0.2294377,134.6794,8.25852,0.241099,NaN,38,0.02082125,,,NaN
HD 23430,PLE,A0,0,0,NaN,56.4965,0,0,NaN,25.39841667,20.29,0.05,-45.37,0.04,132,6,7,2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385558439,56.496389,25.398603,20.2885,-45.3668,7.854,STAR,2mass,0.761748718,20180610,17583,1803-01536-1,577-008864,03455913+2523549,,J034559.15+252354.4,6.99E+16,46438504,,0.0544174,0.0354498,7.56918,0.342092,8.252,0.031,8.04,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.605,0.021,7.588,0.053,7.538,0.017,7.503,0.031,7.521,0.019,7.362,0.017,6.324,0.069,8.02216,0.000345996,0.018,9026,235,4.40976,0.318982,NaN,NaN,1.56065,0.205144,2.28006,0.411898,DWARF,14.56421,3.828868,132.1148,7.94174,0.158438,NaN,53,0.00119537,,,NaN
HD 23664,PLE,A2,0,0,NaN,56.94525,0,0,NaN,25.3855,19.47,0.07,-45.72,0.05,136,5,5,3,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125754460,56.945156,25.385694,19.4689,-45.7236,8.073,STAR,2mass,0.762384694,20180610,17729,1804-02212-1,577-008965,03474683+2523085,,J034746.85+252308.0,6.99E+16,,,0.0700647,0.0489646,7.366,0.276378,8.549,0.033,8.32,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.804,0.019,7.753,0.024,7.706,0.024,7.645,0.03,7.687,0.02,7.7,0.022,7.706,0.18,8.25882,0.000345996,0.017,8428,226,4.39662,0.309038,NaN,NaN,1.51679,0.184438,2.0895,0.398435,DWARF,10.45788,2.543306,135.759,7.51785,0.156592,NaN,36,0.00348612,,,NaN
HD 23733,PLE,A9V,0,0,NaN,57.05658333,0,0,NaN,24.31822222,18.6,0.5,-43.5,0.5,141,9,8,2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35155873,57.05646,24.318402,18.6387,-43.4968,7.91,STAR,2mass,0.763265524,20180610,,1800-01546-1,572-008779,03481354+2419063,,J034813.56+241905.8,6.67E+16,45447858,21629,0.530467,0.457512,7.0667,0.443965,8.621,0.01,8.261,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.526,0.019,7.393,0.021,7.352,0.023,7.299,0.037,7.309,0.02,7.317,0.018,7.246,0.124,8.18785,0.000345996,0.017,7264.1,198.175,NaN,NaN,NaN,NaN,2.07751,0.308891,1.68579,0.380838,DWARF,10.827,3.219588,141.5087,10.7297,0.209027,NaN,50,0.00401304,,,NaN
V519 Tau,PLE,,0,0,NaN,56.31729167,0,0,NaN,24.121,17,0.5,-43.2,0.4,140,20,4.9,0.2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385552187,56.317176,24.121184,20.8205,-48.9211,13.965,STAR,2mass,0.763684262,20180610,,,571-008568,03451612+2407162,,J034516.14+240715.8,6.53E+16,,,2.79311,2.7931,NaN,NaN,NaN,NaN,16.401,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.478,0.026,11.937,0.034,11.59,0.02,11.498,0.024,11.387,0.024,11.88,NaN,8.202,NaN,15.0098,0.00154234,0.018,3371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.57879,NaN,48,0.134714,,,NaN
HD 23325,PLE,Am,0,0,NaN,56.27733333,0,0,NaN,24.26333333,19.3,0.5,-42.4,0.6,123,7,8,2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385509282,56.277229,24.263523,19.2816,-42.4382,8.261,STAR,2mass,0.763856877,20180610,,1799-00306-1,572-008592,03450653+2415486,,J034506.55+241548.1,6.53E+16,45446940,,0.508057,0.559139,8.14456,0.458295,8.914,0.0634429,8.577,0.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.892,0.023,7.767,0.033,7.738,0.024,7.679,0.028,7.686,0.02,7.611,0.02,6.775,0.101,8.52681,0.000345996,0.018,7659.16,72.7393,4.27698,0.114692,0.205965,0.0594812,1.3513,0.176134,1.68306,0.380666,DWARF,5.661387,1.475857,122.7813,8.25753,0.470183,NaN,33,0.002743169,,,NaN
HD 23247,PLE,F2V,0,0,NaN,56.09820833,0,0,NaN,24.13244444,25.6,0.8,-45.5,0.5,123,4,10,1,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348639155,56.098113,24.132638,25.6166,-45.5203,8.572,STAR,2mass,0.763965365,20180610,,1799-00188-1,571-008516,03442354+2407575,,J034423.54+240757.0,6.53E+16,45446746,,0.790192,0.451723,8.12266,0.260435,9.525,0.0902441,9.063,0.012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.083,0.027,7.811,0.031,7.769,0.031,7.684,0.028,7.698,0.022,7.567,0.028,6.69,0.113,8.93176,0.000345996,0.019,6948,125,4.47,0.2,0.06,0.16,3.13079,0.332698,1.12479,0.148569,DWARF,20.57983,4.373892,123.1124,6.02134,0.690873,NaN,47,0.01198084,,,NaN
HD 23246,PLE,A8V,0,0,NaN,56.10725,0,0,NaN,24.3945,21.1,0.4,-48.8,0.4,123,5,2,2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348639016,56.107115,24.394673,21.1219,-48.8245,7.907,STAR,2mass,0.764057941,20180610,,1803-00188-1,572-008545,03442570+2423408,,J034425.73+242340.4,6.53E+16,45446755,,0.447109,0.402221,8.13897,0.315993,8.434,0.045,8.166,0.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.588,0.018,7.528,0.04,7.47,0.023,7.44,0.028,7.457,0.019,7.47,0.019,7.339,0.134,8.13286,0.000345996,0.017,8450,226,4.38611,0.307016,NaN,NaN,1.53804,0.185338,2.09709,0.398861,DWARF,10.86568,2.618687,122.8657,6.57761,0.33789,NaN,40,0.001350038,,,NaN
TYC 1803-1406-1,PLE,,0,0,NaN,55.863125,0,0,NaN,25.38738889,20,1,-43.9,0.6,134,6,4,3,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302545449,55.863014,25.387576,19.7688,-43.8859,10.532,STAR,2mass,0.764238151,20180610,,1803-01406-1,577-008732,03432712+2523152,,J034327.13+252314.7,6.99E+16,46438200,,0.962333,0.5925,7.45053,0.332657,11.967,0.226,11.225,0.016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.752,0.022,9.311,0.028,9.218,0.023,9.157,0.023,9.181,0.02,9.068,0.032,8.428,NaN,11.1098,0.000345996,0.018,4696.93,94.0183,NaN,NaN,-0.122842,0.0126712,1.78753,0.233148,0.862815,0.103301,DWARF,1.401063,0.3654821,134.2186,8.06969,0.218708,NaN,38,0.002278273,,,NaN
